ID,Brand,CPU,GPU,RAM,Storage,Screen,Operating_System,Price_USD
4770,Dell,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Ubuntu 22.04,4554.37
4771,HP,AMD Ryzen 9 7950X,Intel Arc A770,32GB DDR4,2TB SSD,"17.3"" QHD",Windows 10 Pro,896.02
4772,HP,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,16GB DDR4,2TB SSD,"13.3"" Retina",Windows 10 Pro,1783.73
4773,Samsung,Intel Core i5-14600K,NVIDIA RTX 4080,32GB DDR4,1TB SSD,"15.6"" FHD",Windows 11,1017.04
4774,Samsung,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,2916.5
4775,Microsoft,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD,"14"" 4K",Windows 11,4883.57
4776,Lenovo,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD,"15.6"" FHD",macOS Sonoma,4971.64
4777,Asus,Intel Core i9-14900K,AMD Radeon RX 7800 XT,16GB DDR4,2TB SSD,"15.6"" FHD",Windows 10 Pro,3996.22
4778,Asus,Intel Core i9-14900K,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD,"14"" 4K",Windows 11,2727.21
4779,Asus,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,32GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,1571.28
4780,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,128GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,3301.49
4781,MSI,AMD Ryzen 5 7600X,Intel Arc A770,64GB DDR5,2TB SSD,"15.6"" FHD",macOS Sonoma,4154.11
4782,Apple,Intel Core i9-14900K,NVIDIA RTX 4090,32GB DDR4,2TB SSD,"17.3"" QHD",macOS Sonoma,2486.21
4783,Microsoft,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",macOS Sonoma,3927.23
4784,Microsoft,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,32GB DDR4,2TB SSD,"15.6"" FHD",Windows 11,1054.17
4785,Acer,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,1456.53
4786,Samsung,Intel Core i7-14700K,Intel Arc A770,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,4940.43
4787,Dell,AMD Ryzen 7 7800X,Intel Arc A770,32GB DDR4,2TB SSD,"13.3"" Retina",Windows 11,2838.51
4788,Samsung,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD,"17.3"" QHD",Windows 11,1404.71
4789,Dell,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,32GB DDR4,512GB SSD,"17.3"" QHD",Ubuntu 22.04,3632.83
4790,Lenovo,AMD Ryzen 5 7600X,NVIDIA RTX 4090,32GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,4724.32
4791,Razer,AMD Ryzen 9 7950X,NVIDIA RTX 4080,64GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,1307.29
4792,Samsung,AMD Ryzen 7 7800X,NVIDIA RTX 4080,32GB DDR4,1TB SSD,"13.3"" Retina",Windows 11,918.49
4793,MSI,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,32GB DDR4,512GB SSD,"15.6"" FHD",Windows 11,1335.87
4794,Apple,Intel Core i7-14700K,NVIDIA RTX 4090,64GB DDR5,1TB SSD,"17.3"" QHD",macOS Sonoma,3460.45
4795,Microsoft,Intel Core i9-14900K,NVIDIA RTX 4080,16GB DDR4,1TB SSD,"15.6"" FHD",macOS Sonoma,1248.7
4796,Dell,Intel Core i7-14700K,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD,"14"" 4K",Ubuntu 22.04,1509.99
4797,Samsung,AMD Ryzen 7 7800X,NVIDIA RTX 4080,32GB DDR4,2TB SSD,"17.3"" QHD",Windows 10 Pro,942.55
4798,Dell,Intel Core i7-14700K,NVIDIA RTX 4090,64GB DDR5,512GB SSD,"13.3"" Retina",macOS Sonoma,3609.73
4799,Razer,Intel Core i9-14900K,NVIDIA RTX 4080,128GB DDR5,512GB SSD,"13.3"" Retina",Windows 11,4056.44
4800,Microsoft,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",macOS Sonoma,1175.21
4801,Apple,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,16GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,1719.3
4802,Microsoft,AMD Ryzen 7 7800X,Intel Arc A770,32GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Ubuntu 22.04,1364.27
4803,Acer,AMD Ryzen 7 7800X,NVIDIA RTX 4080,128GB DDR5,1TB SSD,"17.3"" QHD",Windows 11,2307.33
4804,Razer,Intel Core i7-14700K,AMD Radeon RX 7800 XT,16GB DDR4,512GB SSD,"13.3"" Retina",Ubuntu 22.04,3520.23
4805,Samsung,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,128GB DDR5,1TB SSD,"17.3"" QHD",Windows 11,4195.29
4806,Asus,Intel Core i7-14700K,NVIDIA RTX 4080,64GB DDR5,2TB SSD,"13.3"" Retina",Ubuntu 22.04,1417.3
4807,Razer,AMD Ryzen 7 7800X,NVIDIA RTX 4090,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Ubuntu 22.04,3954.71
4808,HP,Intel Core i9-14900K,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD,"17.3"" QHD",macOS Sonoma,2584.29
4809,Dell,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,128GB DDR5,1TB SSD,"15.6"" FHD",macOS Sonoma,2696.5
4810,Razer,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,128GB DDR5,512GB SSD,"15.6"" FHD",macOS Sonoma,1230.22
4811,Dell,AMD Ryzen 5 7600X,Intel Arc A770,16GB DDR4,2TB SSD,"17.3"" QHD",Ubuntu 22.04,2291.41
4812,Samsung,AMD Ryzen 5 7600X,NVIDIA RTX 4080,64GB DDR5,1TB SSD,"15.6"" FHD",macOS Sonoma,3629.96
4813,Razer,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,128GB DDR5,2TB SSD,"17.3"" QHD",macOS Sonoma,1443.87
4814,Asus,AMD Ryzen 9 7950X,NVIDIA RTX 4090,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Ubuntu 22.04,2648.45
4815,Microsoft,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,128GB DDR5,2TB SSD,"15.6"" FHD",Ubuntu 22.04,2889.66
4816,Samsung,AMD Ryzen 7 7800X,NVIDIA RTX 4080,32GB DDR4,1TB SSD,"17.3"" QHD",macOS Sonoma,4478.16
4817,Asus,Intel Core i7-14700K,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD,"13.3"" Retina",Windows 10 Pro,2747.02
4818,Dell,AMD Ryzen 9 7950X,Intel Arc A770,128GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 10 Pro,3851.95
4819,MSI,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,32GB DDR4,2TB SSD,"14"" 4K",macOS Sonoma,4355.65
4820,Dell,AMD Ryzen 7 7800X,NVIDIA RTX 4080,16GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 10 Pro,3559.33
4821,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4090,32GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 10 Pro,4056.21
4822,Acer,AMD Ryzen 7 7800X,NVIDIA RTX 4090,32GB DDR4,2TB SSD,"15.6"" FHD",Windows 11,1018.51
4823,MSI,AMD Ryzen 5 7600X,NVIDIA RTX 4090,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Ubuntu 22.04,3129.38
4824,HP,Intel Core i5-14600K,NVIDIA RTX 4080,64GB DDR5,512GB SSD,"13.3"" Retina",Ubuntu 22.04,2617.39
4825,Razer,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,64GB DDR5,512GB SSD,"17.3"" QHD",Windows 10 Pro,2618.53
4826,HP,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD,"14"" 4K",Ubuntu 22.04,1116.18
4827,Microsoft,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 10 Pro,3359.81
4828,Acer,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD,"14"" 4K",Ubuntu 22.04,2078.63
4829,Dell,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,128GB DDR5,512GB SSD,"13.3"" Retina",macOS Sonoma,1517.03
4830,Samsung,Intel Core i5-14600K,NVIDIA RTX 4090,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,3466.24
4831,Microsoft,AMD Ryzen 5 7600X,NVIDIA RTX 4080,128GB DDR5,1TB SSD,"13.3"" Retina",Windows 11,988.5
4832,Razer,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,32GB DDR4,2TB SSD,"14"" 4K",Ubuntu 22.04,3377.67
4833,Acer,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,64GB DDR5,2TB SSD,"15.6"" FHD",macOS Sonoma,4959.03
4834,Razer,AMD Ryzen 9 7950X,Intel Arc A770,32GB DDR4,2TB SSD,"15.6"" FHD",macOS Sonoma,2659.73
4835,Razer,AMD Ryzen 5 7600X,NVIDIA RTX 4090,32GB DDR4,1TB SSD,"14"" 4K",Ubuntu 22.04,3666.57
4836,Apple,Intel Core i5-14600K,Intel Arc A770,64GB DDR5,512GB SSD,"13.3"" Retina",macOS Sonoma,1909.53
4837,Microsoft,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,128GB DDR5,2TB SSD,"17.3"" QHD",Windows 10 Pro,707.1
4838,Asus,Intel Core i9-14900K,NVIDIA RTX 4080,128GB DDR5,512GB SSD,"14"" 4K",Ubuntu 22.04,4955.22
4839,Samsung,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,32GB DDR4,512GB SSD,"17.3"" QHD",Windows 10 Pro,2765.98
4840,HP,AMD Ryzen 7 7800X,NVIDIA RTX 4090,32GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Ubuntu 22.04,4508.87
4841,Dell,AMD Ryzen 9 7950X,NVIDIA RTX 4080,16GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Ubuntu 22.04,2233.23
4842,Microsoft,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,1952.38
4843,Lenovo,AMD Ryzen 5 7600X,NVIDIA RTX 4080,32GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,3294.53
4844,Apple,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Windows 10 Pro,708.13
4845,Asus,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,64GB DDR5,512GB SSD,"15.6"" FHD",Ubuntu 22.04,836.92
4846,HP,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,128GB DDR5,512GB SSD,"13.3"" Retina",macOS Sonoma,4616.02
4847,HP,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD,"17.3"" QHD",macOS Sonoma,3607.81
4848,Samsung,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Ubuntu 22.04,1822.03
4849,Samsung,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD,"15.6"" FHD",Windows 11,3996.85
4850,Acer,Intel Core i7-14700K,NVIDIA RTX 4090,64GB DDR5,512GB SSD,"15.6"" FHD",Windows 10 Pro,2757.15
4851,MSI,AMD Ryzen 9 7950X,Intel Arc A770,128GB DDR5,1TB SSD,"15.6"" FHD",Ubuntu 22.04,2569.42
4852,Asus,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,32GB DDR4,2TB SSD,"15.6"" FHD",Windows 11,1749.98
4853,Lenovo,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,128GB DDR5,512GB SSD,"17.3"" QHD",Windows 10 Pro,2830.79
4854,Apple,Intel Core i7-14700K,Intel Arc A770,64GB DDR5,1TB SSD,"15.6"" FHD",Windows 11,1958.36
4855,Samsung,AMD Ryzen 5 7600X,NVIDIA RTX 4080,32GB DDR4,512GB SSD,"13.3"" Retina",macOS Sonoma,4013.09
4856,HP,Intel Core i5-14600K,NVIDIA RTX 4090,32GB DDR4,512GB SSD,"14"" 4K",Windows 10 Pro,2014.72
4857,MSI,Intel Core i5-14600K,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD,"13.3"" Retina",Windows 10 Pro,2817.58
4858,Apple,Intel Core i5-14600K,NVIDIA RTX 4090,128GB DDR5,1TB SSD,"15.6"" FHD",Windows 11,2077.74
4859,Razer,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,32GB DDR4,512GB SSD,"14"" 4K",Windows 11,3432.9
4860,Samsung,Intel Core i9-14900K,NVIDIA RTX 4080,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Ubuntu 22.04,3789.53
4861,Asus,Intel Core i9-14900K,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,4102.85
4862,Dell,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Windows 11,958.59
4863,Acer,Intel Core i5-14600K,AMD Radeon RX 7800 XT,32GB DDR4,2TB SSD,"13.3"" Retina",macOS Sonoma,4414.11
4864,Asus,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,64GB DDR5,2TB SSD,"14"" 4K",Windows 11,1253.16
4865,Lenovo,Intel Core i9-14900K,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,1799.07
4866,Lenovo,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD,"14"" 4K",macOS Sonoma,4600.06
4867,Samsung,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",Windows 10 Pro,2096.44
4868,Acer,Intel Core i7-14700K,NVIDIA RTX 4080,64GB DDR5,512GB SSD,"17.3"" QHD",Ubuntu 22.04,4264.28
4869,Microsoft,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,16GB DDR4,512GB SSD,"15.6"" FHD",Windows 10 Pro,885.87
4870,Lenovo,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,1468.37
4871,Samsung,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,64GB DDR5,512GB SSD,"14"" 4K",Ubuntu 22.04,4102.74
4872,Microsoft,AMD Ryzen 5 7600X,NVIDIA RTX 4090,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",macOS Sonoma,1768.81
4873,Apple,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,32GB DDR4,512GB SSD,"15.6"" FHD",Windows 10 Pro,3826.38
4874,Microsoft,Intel Core i7-14700K,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD,"17.3"" QHD",Windows 11,1405.54
4875,Acer,Intel Core i5-14600K,NVIDIA RTX 4090,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,3870.58
4876,HP,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,128GB DDR5,2TB SSD,"15.6"" FHD",macOS Sonoma,3669.59
4877,Microsoft,AMD Ryzen 5 7600X,NVIDIA RTX 4090,128GB DDR5,2TB SSD,"17.3"" QHD",macOS Sonoma,1463.81
4878,Acer,Intel Core i5-14600K,NVIDIA RTX 4080,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",Ubuntu 22.04,977.01
4879,Lenovo,AMD Ryzen 7 7800X,Intel Arc A770,32GB DDR4,1TB SSD,"15.6"" FHD",Windows 10 Pro,3339.9
4880,Acer,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,16GB DDR4,512GB SSD,"13.3"" Retina",Ubuntu 22.04,1432.85
4881,Lenovo,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,64GB DDR5,512GB SSD,"15.6"" FHD",macOS Sonoma,2321.82
4882,Dell,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,128GB DDR5,2TB SSD,"15.6"" FHD",Windows 11,3897.6
4883,Acer,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,64GB DDR5,2TB SSD,"14"" 4K",Ubuntu 22.04,3116.23
4884,Lenovo,Intel Core i9-14900K,NVIDIA RTX 4090,128GB DDR5,2TB SSD,"13.3"" Retina",macOS Sonoma,3095.18
4885,Microsoft,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,2139.65
4886,Razer,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 11,2122.87
4887,Acer,Intel Core i7-14700K,NVIDIA RTX 4080,32GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Windows 11,3202.32
4888,Samsung,Intel Core i7-14700K,NVIDIA RTX 4080,128GB DDR5,2TB SSD,"13.3"" Retina",Windows 11,2186.24
4889,HP,Intel Core i9-14900K,Intel Arc A770,32GB DDR4,512GB SSD,"15.6"" FHD",Windows 11,4908.67
4890,Razer,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD,"14"" 4K",macOS Sonoma,4364.22
4891,MSI,AMD Ryzen 5 7600X,NVIDIA RTX 4080,64GB DDR5,512GB SSD,"14"" 4K",Ubuntu 22.04,4464.82
4892,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,32GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,4240.64
4893,Asus,AMD Ryzen 5 7600X,Intel Arc A770,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,2571.81
4894,HP,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,64GB DDR5,512GB SSD,"15.6"" FHD",Windows 11,3454.55
4895,Dell,Intel Core i7-14700K,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 11,2374.21
4896,Apple,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,128GB DDR5,2TB SSD,"15.6"" FHD",macOS Sonoma,1311.26
4897,Razer,AMD Ryzen 9 7950X,Intel Arc A770,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,4060.16
4898,Asus,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 11,1357.97
4899,Dell,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,16GB DDR4,1TB SSD,"14"" 4K",Windows 11,3201.37
4900,Lenovo,Intel Core i7-14700K,NVIDIA RTX 4090,32GB DDR4,512GB SSD,"14"" 4K",Windows 11,733.36
4901,Microsoft,Intel Core i9-14900K,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD,"14"" 4K",macOS Sonoma,1761.1
4902,Microsoft,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Windows 11,2027.29
4903,MSI,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",Windows 11,4986.85
4904,Razer,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,32GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,3294.09
4905,Dell,AMD Ryzen 9 7950X,NVIDIA RTX 4080,128GB DDR5,2TB SSD,"17.3"" QHD",macOS Sonoma,1316.2
4906,Razer,Intel Core i9-14900K,AMD Radeon RX 7800 XT,32GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,4309.86
4907,Apple,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 10 Pro,1669.03
4908,Razer,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD,"14"" 4K",macOS Sonoma,1948.74
4909,Razer,AMD Ryzen 9 7950X,NVIDIA RTX 4080,32GB DDR4,512GB SSD,"15.6"" FHD",Windows 11,1384.47
4910,Razer,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD,"14"" 4K",Windows 10 Pro,1161.01
4911,Apple,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD,"15.6"" FHD",macOS Sonoma,2145.05
4912,Razer,AMD Ryzen 5 7600X,NVIDIA RTX 4090,16GB DDR4,512GB SSD,"17.3"" QHD",Windows 11,979.23
4913,Asus,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD,"15.6"" FHD",Windows 10 Pro,911.98
4914,Acer,AMD Ryzen 7 7800X,Intel Arc A770,64GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",Windows 11,1361.69
4915,Dell,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD,"13.3"" Retina",Ubuntu 22.04,3247.08
4916,Acer,Intel Core i5-14600K,NVIDIA RTX 4090,16GB DDR4,512GB SSD,"15.6"" FHD",Windows 11,3257.38
4917,Samsung,Intel Core i7-14700K,NVIDIA RTX 4080,32GB DDR4,1TB SSD,"17.3"" QHD",Windows 11,1641.19
4918,MSI,Intel Core i7-14700K,NVIDIA RTX 4090,16GB DDR4,1TB SSD,"17.3"" QHD",macOS Sonoma,2526.28
4919,Lenovo,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,16GB DDR4,512GB SSD,"13.3"" Retina",macOS Sonoma,2280.6
4920,Apple,Intel Core i7-14700K,NVIDIA RTX 4090,16GB DDR4,2TB SSD,"15.6"" FHD",macOS Sonoma,3701.5
4921,Samsung,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,984.11
4922,Dell,AMD Ryzen 7 7800X,NVIDIA RTX 4090,128GB DDR5,1TB SSD,"13.3"" Retina",Windows 10 Pro,3974.24
4923,Samsung,Intel Core i9-14900K,NVIDIA RTX 4080,16GB DDR4,512GB SSD,"15.6"" FHD",macOS Sonoma,4006.1
4924,MSI,Intel Core i7-14700K,NVIDIA RTX 4090,128GB DDR5,1TB SSD,"17.3"" QHD",Windows 10 Pro,3251.35
4925,Asus,Intel Core i7-14700K,NVIDIA RTX 4090,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,2724.54
4926,Apple,Intel Core i5-14600K,Intel Arc A770,16GB DDR4,2TB SSD,"15.6"" FHD",Windows 10 Pro,3474.74
4927,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4080,128GB DDR5,1TB SSD,"15.6"" FHD",Windows 10 Pro,3721.2
4928,Microsoft,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,32GB DDR4,512GB SSD,"17.3"" QHD",Ubuntu 22.04,1109.79
4929,Samsung,Intel Core i5-14600K,NVIDIA RTX 4080,128GB DDR5,2TB SSD,"13.3"" Retina",Windows 10 Pro,1915.95
4930,Razer,AMD Ryzen 5 7600X,Intel Arc A770,32GB DDR4,2TB SSD,"14"" 4K",Ubuntu 22.04,1609.58
4931,Lenovo,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,128GB DDR5,1TB SSD,"17.3"" QHD",Windows 10 Pro,4663.11
4932,MSI,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD,"17.3"" QHD",Windows 11,3739.69
4933,Samsung,AMD Ryzen 5 7600X,NVIDIA RTX 4080,64GB DDR5,1TB SSD,"13.3"" Retina",Ubuntu 22.04,879.79
4934,Lenovo,Intel Core i5-14600K,NVIDIA RTX 4080,64GB DDR5,1TB SSD,"15.6"" FHD",macOS Sonoma,2034.7
4935,Apple,AMD Ryzen 5 7600X,Intel Arc A770,16GB DDR4,1TB SSD,"14"" 4K",macOS Sonoma,1633.98
4936,Asus,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 11,3334.44
4937,Asus,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Windows 10 Pro,984.07
4938,MSI,Intel Core i5-14600K,NVIDIA RTX 4080,64GB DDR5,2TB SSD,"17.3"" QHD",macOS Sonoma,4309.43
4939,Razer,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,4418.2
4940,HP,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD,"14"" 4K",Windows 10 Pro,1070.46
4941,Dell,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,64GB DDR5,512GB SSD,"17.3"" QHD",Windows 10 Pro,4969.43
4942,Samsung,AMD Ryzen 5 7600X,NVIDIA RTX 4090,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Ubuntu 22.04,2055.41
4943,Microsoft,Intel Core i5-14600K,NVIDIA RTX 4090,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,3153.93
4944,MSI,Intel Core i5-14600K,NVIDIA RTX 4080,128GB DDR5,2TB SSD,"17.3"" QHD",Windows 11,3395.59
4945,Asus,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,32GB DDR4,2TB SSD,"14"" 4K",Windows 10 Pro,3617.29
4946,Asus,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,128GB DDR5,2TB SSD,"17.3"" QHD",Ubuntu 22.04,4759.75
4947,Samsung,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD,"15.6"" FHD",Windows 11,3983.69
4948,Razer,Intel Core i5-14600K,Intel Arc A770,32GB DDR4,2TB SSD,"13.3"" Retina",macOS Sonoma,2442.16
4949,Apple,Intel Core i9-14900K,NVIDIA RTX 4090,128GB DDR5,512GB SSD,"13.3"" Retina",macOS Sonoma,4551.38
4950,Microsoft,Intel Core i5-14600K,Intel Arc A770,64GB DDR5,512GB SSD,"13.3"" Retina",macOS Sonoma,3120.35
4951,Microsoft,Intel Core i7-14700K,AMD Radeon RX 7800 XT,128GB DDR5,2TB SSD,"17.3"" QHD",Windows 10 Pro,2479.95
4952,MSI,Intel Core i7-14700K,NVIDIA RTX 4080,128GB DDR5,512GB SSD,"15.6"" FHD",Windows 10 Pro,2288.66
